State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813432,Cedar Creek CDP,2218,1246,972,754,115,10,15,0,14,64
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813492,Cedar Hill city,36391,7897,28494,7500,18970,117,844,20,121,922
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813552,Cedar Park city,56082,9516,46566,34212,2380,109,7452,51,219,2143
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813570,Cedar Point CDP,709,53,656,606,11,3,5,0,6,25
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813672,Celeste city,586,48,538,475,26,4,0,0,0,33
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813684,Celina city,11153,1794,9359,7567,836,56,416,9,39,436
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813828,Center Point CDP,984,234,750,704,4,5,2,0,4,31
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813732,Center city,3856,919,2937,1425,1220,6,200,7,8,71
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813900,Centerville city,726,48,678,546,110,0,8,0,2,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4813972,Central Gardens CDP,3433,446,2987,2692,104,9,101,3,4,74
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814224,Chandler city,2590,100,2490,2074,293,6,38,0,7,72
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814236,Channelview CDP,31351,21182,10169,5120,3997,46,547,9,114,336
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814260,Channing city,214,29,185,170,2,3,0,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814266,Chaparrito CDP,98,97,1,0,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814290,Chapeno CDP,32,28,4,4,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814404,Charlotte city,1119,930,189,173,3,0,1,0,2,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814584,Chester town,207,15,192,184,3,0,0,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814620,Chico city,710,113,597,568,5,2,2,0,0,20
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814668,Childress city,4593,1429,3164,2460,516,20,40,0,7,121
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814680,Chillicothe city,412,137,275,242,11,4,0,0,1,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814692,Chilton CDP,556,308,248,159,65,0,2,2,3,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814716,China Grove town,987,367,620,511,69,5,3,1,0,31
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814740,China Spring CDP,1016,162,854,799,17,2,2,0,1,33
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814704,China city,962,54,908,611,253,2,12,0,1,29
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814776,Chireno city,260,33,227,192,27,0,0,0,1,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814860,Christine town,252,192,60,52,0,0,1,0,5,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814872,Christoval CDP,375,82,293,267,3,0,0,0,0,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814880,Chula Vista CDP (Cameron County),197,190,7,7,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814881,Chula Vista CDP (Maverick County),3347,3282,65,31,5,16,5,2,5,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814882,Chula Vista CDP (Zavala County),229,221,8,3,3,0,1,1,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814920,Cibolo city,22565,6255,16310,10422,3720,67,840,93,86,1082
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814927,Cienegas Terrace CDP,2095,2031,64,54,3,1,0,0,1,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814929,Cinco Ranch CDP,12435,1927,10508,7723,408,19,1799,8,73,478
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814986,Circle D-KC Estates CDP,2057,481,1576,1415,39,10,8,5,17,82
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815004,Cisco city,2980,376,2604,2333,123,18,21,2,10,97
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815028,Citrus City CDP,1943,1913,30,22,1,0,0,0,0,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815112,Clarendon city,1467,152,1315,1119,114,14,8,1,2,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815172,Clarksville City city,631,50,581,531,25,4,2,0,0,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815160,Clarksville city,2238,155,2083,956,1024,12,21,0,2,68
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815196,Claude city,904,65,839,778,6,15,7,0,1,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815232,Clay CDP,102,22,80,1,76,0,1,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815328,Clear Lake Shores city,1083,70,1013,950,8,6,13,0,4,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815364,Cleburne city,23435,6051,17384,15146,980,97,146,211,37,767
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815436,Cleveland city,5687,1650,4037,2543,1253,21,58,2,5,155
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815472,Clifton city,2671,666,2005,1820,72,7,10,0,4,92
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815544,Clint town,739,641,98,88,1,2,0,0,1,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815628,Cloverleaf CDP,16728,12172,4556,2418,1729,38,185,1,22,163
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815652,Clute city,7654,3845,3809,2750,762,35,71,3,28,160
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815676,Clyde city,2861,249,2612,2445,18,20,9,2,10,108
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815700,Coahoma town,668,225,443,419,2,2,4,0,2,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815796,Cockrell Hill city,2727,2469,258,178,37,5,8,1,18,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815820,Coffee City town,218,15,203,135,59,0,0,0,2,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815892,Coldspring city,634,33,601,419,159,4,6,0,3,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815916,Coleman city,3054,505,2549,2343,74,16,13,0,17,86
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815976,College Station city,99951,18723,81228,59829,7070,247,10591,99,362,3030
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4815988,Colleyville city,20230,1212,19018,15792,477,59,1934,18,72,666
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816036,Collinsville town,1373,164,1209,1128,14,10,2,0,1,54
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816048,Colmesneil city,415,23,392,344,35,2,0,0,0,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816110,Colorado Acres CDP,87,87,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816120,Colorado City city,2886,1226,1660,1412,142,20,33,0,4,49
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816168,Columbus city,2897,704,2193,1610,495,1,34,0,7,46
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816192,Comanche city,3067,1097,1970,1851,11,18,19,0,0,71
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816204,Combes town,2199,1868,331,293,6,0,12,0,9,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816216,Combine city,1742,392,1350,1250,16,21,5,0,1,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816228,Comfort CDP,1719,784,935,856,9,16,1,0,10,43
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816240,Commerce city,7592,694,6898,3890,2115,85,227,45,36,500
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816252,Como town,510,145,365,329,4,0,2,0,0,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816300,Concepcion CDP,42,41,1,0,0,0,1,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816432,Conroe city,68496,20072,48424,37428,6489,236,1968,56,223,2024
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816468,Converse city,19839,7872,11967,6122,4142,66,635,85,81,836
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816540,Cool city,173,21,152,146,2,1,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816552,Coolidge town,535,223,312,180,116,6,1,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816564,Cooper city,1433,93,1340,1086,190,7,15,4,4,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816612,Coppell city,31510,3931,27579,16781,1674,65,7955,12,89,1003
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816636,Copper Canyon town,1372,81,1291,1182,18,10,37,0,7,37
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816624,Copperas Cove city,26493,4532,21961,13910,4730,136,880,515,166,1624
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4816696,Corinth city,17134,2509,14625,11867,1089,91,741,4,53,780
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817000,Corpus Christi city,243246,140303,102943,80368,9966,708,6011,212,850,4828
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817036,Corrigan town,1137,260,877,403,440,1,6,0,0,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817060,Corsicana city,18386,5612,12774,8019,3618,42,198,428,53,416
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817208,Cottonwood Shores city,997,271,726,653,18,4,7,0,3,41
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817200,Cottonwood city,146,10,136,128,0,0,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817216,Cotulla city,2704,2330,374,342,5,1,4,0,5,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817236,Country Acres CDP,138,54,84,73,7,0,1,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817312,Coupland city,221,43,178,162,4,3,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817336,Cove city,389,21,368,349,1,1,0,0,0,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817372,Covington city,200,19,181,177,1,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817408,Coyanosa CDP,120,115,5,4,0,1,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817426,Coyote Acres CDP,396,342,54,41,3,1,0,0,1,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817429,Coyote Flats city,270,12,258,241,2,3,0,0,1,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817504,Crandall city,2756,375,2381,2144,126,16,17,1,4,73
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817516,Crane city,2450,1547,903,788,54,12,14,0,0,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817540,Cranfills Gap city,203,27,176,162,5,0,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817564,Crawford town,644,48,596,548,12,1,0,0,0,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817612,Creedmoor city,350,215,135,125,1,2,1,1,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817648,Cresson city,945,104,841,734,69,3,3,2,2,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817744,Crockett city,4711,808,3903,1786,1944,19,37,2,8,107
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817756,Crosby CDP,2301,902,1399,1115,178,6,19,1,3,77
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817768,Crosbyton city,1108,589,519,468,40,1,1,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817811,Cross Mountain CDP,2922,903,2019,1656,84,5,154,7,18,95
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817816,Cross Plains town,669,46,623,605,0,4,1,0,1,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817852,Cross Roads town,1362,162,1200,977,103,7,39,3,2,69
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817917,Cross Timber town,261,26,235,224,0,0,1,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817948,Crowell city,633,111,522,498,9,0,0,1,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4817960,Crowley city,12988,2861,10127,6814,2429,42,261,8,64,509
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818020,Crystal City city,4505,4297,208,137,35,11,10,0,3,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818092,Cuero city,6272,2632,3640,2534,950,15,28,2,18,93
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818104,Cuevitas CDP,25,23,2,0,0,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818128,Cumby city,518,18,500,470,5,9,1,0,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818134,Cumings CDP,1475,610,865,605,174,11,43,1,5,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818152,Cuney town,74,10,64,11,51,0,0,0,1,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818224,Cushing city,412,35,377,340,17,4,0,0,0,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818260,Cut and Shoot city,840,153,687,643,7,0,0,1,1,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4814038,César Chávez CDP,1156,1029,127,114,1,0,2,0,4,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4820248,D'Hanis CDP,656,254,402,385,2,0,2,0,1,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4820540,DISH town,348,28,320,290,14,1,4,0,0,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818464,Daingerfield city,1825,221,1604,958,575,11,2,1,0,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818476,Daisetta city,641,31,610,555,21,5,1,0,2,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4818524,Dalhart city,6125,2606,3519,3268,58,34,28,5,9,117
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4819000,Dallas city,999705,380962,618743,318767,230257,2353,40191,354,3594,23227
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4819084,Dalworthington Gardens city,1851,156,1695,1387,133,5,97,3,8,62
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4819108,Damon CDP,334,107,227,213,0,4,0,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4819120,Danbury city,1220,227,993,916,13,4,0,0,1,59
